code,system,display,industry_code
4965,urn:oid:2.16.840.1.114222.4.5.339,"Sales and Related Workers, All Other",5790
5000,urn:oid:2.16.840.1.114222.4.5.339,First-Line Supervisors of Office and Administrative Support Workers,9190
5010,urn:oid:2.16.840.1.114222.4.5.339,"Switchboard Operators, Including Answering Service",9190
5020,urn:oid:2.16.840.1.114222.4.5.339,Telephone Operators,9190
5040,urn:oid:2.16.840.1.114222.4.5.339,"Communications Equipment Operators, All Other",9190
5100,urn:oid:2.16.840.1.114222.4.5.339,Bill and Account Collectors,9190
5110,urn:oid:2.16.840.1.114222.4.5.339,Billing and Posting Clerks,9190
5120,urn:oid:2.16.840.1.114222.4.5.339,"Bookkeeping, Accounting, and Auditing Clerks",9190
5130,urn:oid:2.16.840.1.114222.4.5.339,Gambling Cage Workers,9190
5140,urn:oid:2.16.840.1.114222.4.5.339,Payroll and Timekeeping Clerks,9190
5150,urn:oid:2.16.840.1.114222.4.5.339,Procurement Clerks,9190
5160,urn:oid:2.16.840.1.114222.4.5.339,Tellers,9190
5165,urn:oid:2.16.840.1.114222.4.5.339,"Financial Clerks, All Other",9380
5200,urn:oid:2.16.840.1.114222.4.5.339,Brokerage Clerks,9190
5210,urn:oid:2.16.840.1.114222.4.5.339,Correspondence Clerks,9190
5220,urn:oid:2.16.840.1.114222.4.5.339,"Court, Municipal, and License Clerks",9190
5230,urn:oid:2.16.840.1.114222.4.5.339,"Credit Authorizers, Checkers, and Clerks",9190
5240,urn:oid:2.16.840.1.114222.4.5.339,Customer Service Representatives,9190
5250,urn:oid:2.16.840.1.114222.4.5.339,"Eligibility Interviewers, Government Programs",9190
5260,urn:oid:2.16.840.1.114222.4.5.339,File Clerks,9190
5300,urn:oid:2.16.840.1.114222.4.5.339,"Hotel, Motel, and Resort Desk Clerks",9190
5310,urn:oid:2.16.840.1.114222.4.5.339,"Interviewers, Except Eligibility and Loan",9190
5320,urn:oid:2.16.840.1.114222.4.5.339,"Library Assistants, Clerical",9190
5330,urn:oid:2.16.840.1.114222.4.5.339,Loan Interviewers and Clerks,9190
5340,urn:oid:2.16.840.1.114222.4.5.339,New Accounts Clerks,9190
5350,urn:oid:2.16.840.1.114222.4.5.339,Order Clerks,9190
5360,urn:oid:2.16.840.1.114222.4.5.339,"Human Resources Assistants, Except Payroll and Timekeeping",9190
5400,urn:oid:2.16.840.1.114222.4.5.339,Receptionists and Information Clerks,9190
5410,urn:oid:2.16.840.1.114222.4.5.339,Reservation and Transportation Ticket Agents and Travel Clerks,6390
5420,urn:oid:2.16.840.1.114222.4.5.339,"Information and Record Clerks, All Other",9190
5500,urn:oid:2.16.840.1.114222.4.5.339,Cargo and Freight Agents,6390
5510,urn:oid:2.16.840.1.114222.4.5.339,Couriers and Messengers,9190
5521,urn:oid:2.16.840.1.114222.4.5.339,Public Safety Telecommunicators,9190
5522,urn:oid:2.16.840.1.114222.4.5.339,"Dispatchers, Except Police, Fire, and Ambulance",9390
5530,urn:oid:2.16.840.1.114222.4.5.339,"Meter Readers, Utilities",9190
5540,urn:oid:2.16.840.1.114222.4.5.339,Postal Service Clerks,9190
5550,urn:oid:2.16.840.1.114222.4.5.339,Postal Service Mail Carriers,9190
5560,urn:oid:2.16.840.1.114222.4.5.339,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",3990
5600,urn:oid:2.16.840.1.114222.4.5.339,"Production, Planning, and Expediting Clerks",3990
5610,urn:oid:2.16.840.1.114222.4.5.339,"Shipping, Receiving, and Inventory Clerks",9190
5630,urn:oid:2.16.840.1.114222.4.5.339,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",9190
5710,urn:oid:2.16.840.1.114222.4.5.339,Executive Secretaries and Executive Administrative Assistants,9190
5720,urn:oid:2.16.840.1.114222.4.5.339,Legal Secretaries and Administrative Assistants,9190
5730,urn:oid:2.16.840.1.114222.4.5.339,Medical Secretaries and Administrative Assistants,8192
5740,urn:oid:2.16.840.1.114222.4.5.339,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",8192
5810,urn:oid:2.16.840.1.114222.4.5.339,Data Entry Keyers,9190
5820,urn:oid:2.16.840.1.114222.4.5.339,Word Processors and Typists,9190
5830,urn:oid:2.16.840.1.114222.4.5.339,Desktop Publishers,9190
5840,urn:oid:2.16.840.1.114222.4.5.339,Insurance Claims and Policy Processing Clerks,9380
5850,urn:oid:2.16.840.1.114222.4.5.339,"Mail Clerks and Mail Machine Operators, Except Postal Service",3990
5860,urn:oid:2.16.840.1.114222.4.5.339,"Office Clerks, General",9190
5900,urn:oid:2.16.840.1.114222.4.5.339,"Office Machine Operators, Except Computer",3990
5910,urn:oid:2.16.840.1.114222.4.5.339,Proofreaders and Copy Markers,9190
5920,urn:oid:2.16.840.1.114222.4.5.339,Statistical Assistants,9190
5940,urn:oid:2.16.840.1.114222.4.5.339,"Office and Administrative Support Workers, All Other",9190
6005,urn:oid:2.16.840.1.114222.4.5.339,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",0290
6010,urn:oid:2.16.840.1.114222.4.5.339,Agricultural Inspectors,9390
6020,urn:oid:2.16.840.1.114222.4.5.339,Animal Breeders,9190
6040,urn:oid:2.16.840.1.114222.4.5.339,"Graders and Sorters, Agricultural Products",0290
6050,urn:oid:2.16.840.1.114222.4.5.339,Miscellaneous Agricultural Workers,0290
6115,urn:oid:2.16.840.1.114222.4.5.339,Fishing and Hunting Workers,9190
6120,urn:oid:2.16.840.1.114222.4.5.339,Forest and Conservation Workers,9190
6130,urn:oid:2.16.840.1.114222.4.5.339,Logging Workers,9190
6200,urn:oid:2.16.840.1.114222.4.5.339,First-Line Supervisors of Construction Trades and Extraction Workers,7690
6210,urn:oid:2.16.840.1.114222.4.5.339,Boilermakers,7690
6220,urn:oid:2.16.840.1.114222.4.5.339,"Brickmasons, Blockmasons, and Stonemasons",7690
6230,urn:oid:2.16.840.1.114222.4.5.339,Carpenters,7690
6240,urn:oid:2.16.840.1.114222.4.5.339,"Carpet, Floor, and Tile Installers and Finishers",7690
6250,urn:oid:2.16.840.1.114222.4.5.339,"Cement Masons, Concrete Finishers, and Terrazzo Workers",7690
6260,urn:oid:2.16.840.1.114222.4.5.339,Construction Laborers,7690
6305,urn:oid:2.16.840.1.114222.4.5.339,Construction Equipment Operators,7690
6330,urn:oid:2.16.840.1.114222.4.5.339,"Drywall Installers, Ceiling Tile Installers, and Tapers",7690
6355,urn:oid:2.16.840.1.114222.4.5.339,Electricians,7690
6360,urn:oid:2.16.840.1.114222.4.5.339,Glaziers,7690
6400,urn:oid:2.16.840.1.114222.4.5.339,Insulation Workers,9190
6410,urn:oid:2.16.840.1.114222.4.5.339,Painters and Paperhangers,7690
6441,urn:oid:2.16.840.1.114222.4.5.339,Pipelayers,9190
6442,urn:oid:2.16.840.1.114222.4.5.339,"Plumbers, Pipefitters, and Steamfitters",7690
6460,urn:oid:2.16.840.1.114222.4.5.339,Plasterers and Stucco Masons,7690
6500,urn:oid:2.16.840.1.114222.4.5.339,Reinforcing Iron and Rebar Workers,9190
6515,urn:oid:2.16.840.1.114222.4.5.339,Roofers,7690
6520,urn:oid:2.16.840.1.114222.4.5.339,Sheet Metal Workers,9190
6530,urn:oid:2.16.840.1.114222.4.5.339,Structural Iron and Steel Workers,9190
6540,urn:oid:2.16.840.1.114222.4.5.339,Solar Photovoltaic Installers,7690
6600,urn:oid:2.16.840.1.114222.4.5.339,"Helpers, Construction Trades",7690
6660,urn:oid:2.16.840.1.114222.4.5.339,Construction and Building Inspectors,9390
6700,urn:oid:2.16.840.1.114222.4.5.339,Elevator and Escalator Installers and Repairers,7690
6710,urn:oid:2.16.840.1.114222.4.5.339,Fence Erectors,9190
6720,urn:oid:2.16.840.1.114222.4.5.339,Hazardous Materials Removal Workers,9190
6730,urn:oid:2.16.840.1.114222.4.5.339,Highway Maintenance Workers,9190
6740,urn:oid:2.16.840.1.114222.4.5.339,Rail-Track Laying and Maintenance Equipment Operators,9190
6750,urn:oid:2.16.840.1.114222.4.5.339,Septic Tank Servicers and Sewer Pipe Cleaners,9190
6765,urn:oid:2.16.840.1.114222.4.5.339,Miscellaneous Construction and Related Workers,7690
6800,urn:oid:2.16.840.1.114222.4.5.339,"Derrick, Rotary Drill, and Service Unit Operators, Oil and Gas",9190
6821,urn:oid:2.16.840.1.114222.4.5.339,"Excavating and Loading Machine and Dragline Operators, Surface Mining",9190
6825,urn:oid:2.16.840.1.114222.4.5.339,"Earth Drillers, Except Oil and Gas",9190
6835,urn:oid:2.16.840.1.114222.4.5.339,"Explosives Workers, Ordnance Handling Experts, and Blasters",9190
6850,urn:oid:2.16.840.1.114222.4.5.339,Underground Mining Machine Operators,3990
6920,urn:oid:2.16.840.1.114222.4.5.339,"Roustabouts, Oil and Gas",9190
6950,urn:oid:2.16.840.1.114222.4.5.339,Other Extraction Workers,9190
7000,urn:oid:2.16.840.1.114222.4.5.339,"First-Line Supervisors of Mechanics, Installers, and Repairers",7690
7010,urn:oid:2.16.840.1.114222.4.5.339,"Computer, Automated Teller, and Office Machine Repairers",9190
7020,urn:oid:2.16.840.1.114222.4.5.339,Radio and Telecommunications Equipment Installers and Repairers,7690
7030,urn:oid:2.16.840.1.114222.4.5.339,Avionics Technicians,9190
7040,urn:oid:2.16.840.1.114222.4.5.339,"Electric Motor, Power Tool, and Related Repairers",9190
7050,urn:oid:2.16.840.1.114222.4.5.339,"Electrical and Electronics Installers and Repairers, Transportation Equipment",7690
7100,urn:oid:2.16.840.1.114222.4.5.339,"Electrical and Electronics Repairers, Industrial and Utility",9190
7110,urn:oid:2.16.840.1.114222.4.5.339,"Electronic Equipment Installers and Repairers, Motor Vehicles",7690
7120,urn:oid:2.16.840.1.114222.4.5.339,Audiovisual Equipment Installers and Repairers,7690
7130,urn:oid:2.16.840.1.114222.4.5.339,Security and Fire Alarm Systems Installers,7690
7140,urn:oid:2.16.840.1.114222.4.5.339,Aircraft Mechanics and Service Technicians,9190
7150,urn:oid:2.16.840.1.114222.4.5.339,Automotive Body and Related Repairers,9190
7160,urn:oid:2.16.840.1.114222.4.5.339,Automotive Glass Installers and Repairers,7690
7200,urn:oid:2.16.840.1.114222.4.5.339,Automotive Service Technicians and Mechanics,9190
7210,urn:oid:2.16.840.1.114222.4.5.339,Bus and Truck Mechanics and Diesel Engine Specialists,6390
7220,urn:oid:2.16.840.1.114222.4.5.339,Heavy Vehicle and Mobile Equipment Service Technicians and Mechanics,9190
7240,urn:oid:2.16.840.1.114222.4.5.339,Small Engine Mechanics,9190
7260,urn:oid:2.16.840.1.114222.4.5.339,"Miscellaneous Vehicle and Mobile Equipment Mechanics, Installers, and Repairers",7690
7300,urn:oid:2.16.840.1.114222.4.5.339,Control and Valve Installers and Repairers,7690
7315,urn:oid:2.16.840.1.114222.4.5.339,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",7690
7320,urn:oid:2.16.840.1.114222.4.5.339,Home Appliance Repairers,9190
7330,urn:oid:2.16.840.1.114222.4.5.339,Industrial and Refractory Machinery Mechanics,8670
7340,urn:oid:2.16.840.1.114222.4.5.339,"Maintenance and Repair Workers, General",9190
7350,urn:oid:2.16.840.1.114222.4.5.339,"Maintenance Workers, Machinery",9190
7360,urn:oid:2.16.840.1.114222.4.5.339,Millwrights,9190
7410,urn:oid:2.16.840.1.114222.4.5.339,Electrical Power-Line Installers and Repairers,7690
7420,urn:oid:2.16.840.1.114222.4.5.339,Telecommunications Line Installers and Repairers,7690
7430,urn:oid:2.16.840.1.114222.4.5.339,Precision Instrument and Equipment Repairers,9190
7440,urn:oid:2.16.840.1.114222.4.5.339,Wind Turbine Service Technicians,9190
7510,urn:oid:2.16.840.1.114222.4.5.339,"Coin, Vending, and Amusement Machine Servicers and Repairers",9190
7520,urn:oid:2.16.840.1.114222.4.5.339,Commercial Divers,9190
7540,urn:oid:2.16.840.1.114222.4.5.339,Locksmiths and Safe Repairers,9190
7550,urn:oid:2.16.840.1.114222.4.5.339,Manufactured Building and Mobile Home Installers,7690
7560,urn:oid:2.16.840.1.114222.4.5.339,Riggers,9190
7610,urn:oid:2.16.840.1.114222.4.5.339,"Helpers--Installation, Maintenance, and Repair Workers",9190
7640,urn:oid:2.16.840.1.114222.4.5.339,"Other Installation, Maintenance, and Repair Workers",9190
7700,urn:oid:2.16.840.1.114222.4.5.339,First-Line Supervisors of Production and Operating Workers,3990
7710,urn:oid:2.16.840.1.114222.4.5.339,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",3990
7720,urn:oid:2.16.840.1.114222.4.5.339,"Electrical, Electronics, and Electromechanical Assemblers",3990
7730,urn:oid:2.16.840.1.114222.4.5.339,Engine and Other Machine Assemblers,3990
7740,urn:oid:2.16.840.1.114222.4.5.339,Structural Metal Fabricators and Fitters,3990
7750,urn:oid:2.16.840.1.114222.4.5.339,Other Assemblers and Fabricators,3990
7800,urn:oid:2.16.840.1.114222.4.5.339,Bakers,9190
7810,urn:oid:2.16.840.1.114222.4.5.339,"Butchers and Other Meat, Poultry, and Fish Processing Workers",9190
7830,urn:oid:2.16.840.1.114222.4.5.339,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",3990
7840,urn:oid:2.16.840.1.114222.4.5.339,Food Batchmakers,9190
7850,urn:oid:2.16.840.1.114222.4.5.339,Food Cooking Machine Operators and Tenders,8680
7855,urn:oid:2.16.840.1.114222.4.5.339,"Food Processing Workers, All Other",9190
7905,urn:oid:2.16.840.1.114222.4.5.339,Computer Numerically Controlled Tool Operators and Programmers,9190
7925,urn:oid:2.16.840.1.114222.4.5.339,"Forming Machine Setters, Operators, and Tenders, Metal and Plastic",9190
7950,urn:oid:2.16.840.1.114222.4.5.339,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",9190
8000,urn:oid:2.16.840.1.114222.4.5.339,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",9190
8025,urn:oid:2.16.840.1.114222.4.5.339,"Other Machine Tool Setters, Operators, and Tenders, Metal and Plastic",9190
8030,urn:oid:2.16.840.1.114222.4.5.339,Machinists,3990
8040,urn:oid:2.16.840.1.114222.4.5.339,"Metal Furnace Operators, Tenders, Pourers, and Casters",9190
8060,urn:oid:2.16.840.1.114222.4.5.339,"Model Makers and Patternmakers, Metal and Plastic",9190
8100,urn:oid:2.16.840.1.114222.4.5.339,"Molders and Molding Machine Setters, Operators, and Tenders, Metal and Plastic",9190
8130,urn:oid:2.16.840.1.114222.4.5.339,Tool and Die Makers,9190
8140,urn:oid:2.16.840.1.114222.4.5.339,"Welding, Soldering, and Brazing Workers",9190
8225,urn:oid:2.16.840.1.114222.4.5.339,Other Metal Workers and Plastic Workers,9190
8250,urn:oid:2.16.840.1.114222.4.5.339,Prepress Technicians and Workers,9190
8255,urn:oid:2.16.840.1.114222.4.5.339,Printing Press Operators,9190
8256,urn:oid:2.16.840.1.114222.4.5.339,Print Binding and Finishing Workers,9190
8300,urn:oid:2.16.840.1.114222.4.5.339,Laundry and Dry-Cleaning Workers,9190
8310,urn:oid:2.16.840.1.114222.4.5.339,"Pressers, Textile, Garment, and Related Materials",9190
8320,urn:oid:2.16.840.1.114222.4.5.339,Sewing Machine Operators,3990
8335,urn:oid:2.16.840.1.114222.4.5.339,Shoe and Leather Workers,9190
8350,urn:oid:2.16.840.1.114222.4.5.339,"Tailors, Dressmakers, and Sewers",9190
8365,urn:oid:2.16.840.1.114222.4.5.339,"Textile Machine Setters, Operators, and Tenders",9190
8450,urn:oid:2.16.840.1.114222.4.5.339,Upholsterers,9190
8465,urn:oid:2.16.840.1.114222.4.5.339,"Other Textile, Apparel, and Furnishings Workers",9190
8500,urn:oid:2.16.840.1.114222.4.5.339,Cabinetmakers and Bench Carpenters,7690
8510,urn:oid:2.16.840.1.114222.4.5.339,Furniture Finishers,9190
8530,urn:oid:2.16.840.1.114222.4.5.339,"Sawing Machine Setters, Operators, and Tenders, Wood",9190
8540,urn:oid:2.16.840.1.114222.4.5.339,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",9190
8555,urn:oid:2.16.840.1.114222.4.5.339,Other Woodworkers,9190
8600,urn:oid:2.16.840.1.114222.4.5.339,"Power Plant Operators, Distributors, and Dispatchers",6390
8610,urn:oid:2.16.840.1.114222.4.5.339,Stationary Engineers and Boiler Operators,9190
8620,urn:oid:2.16.840.1.114222.4.5.339,Water and Wastewater Treatment Plant and System Operators,9190
8630,urn:oid:2.16.840.1.114222.4.5.339,Miscellaneous Plant and System Operators,9190
8640,urn:oid:2.16.840.1.114222.4.5.339,"Chemical Processing Machine Setters, Operators, and Tenders",9190
8650,urn:oid:2.16.840.1.114222.4.5.339,"Crushing, Grinding, Polishing, Mixing, and Blending Workers",9190
8710,urn:oid:2.16.840.1.114222.4.5.339,Cutting Workers,9190
8720,urn:oid:2.16.840.1.114222.4.5.339,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",9190
8730,urn:oid:2.16.840.1.114222.4.5.339,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",9190
8740,urn:oid:2.16.840.1.114222.4.5.339,"Inspectors, Testers, Sorters, Samplers, and Weighers",9390
8750,urn:oid:2.16.840.1.114222.4.5.339,Jewelers and Precious Stone and Metal Workers,9190
8760,urn:oid:2.16.840.1.114222.4.5.339,Dental and Ophthalmic Laboratory Technicians and Medical Appliance Technicians,8192
8800,urn:oid:2.16.840.1.114222.4.5.339,Packaging and Filling Machine Operators and Tenders,3990
8810,urn:oid:2.16.840.1.114222.4.5.339,Painting Workers,9190
8830,urn:oid:2.16.840.1.114222.4.5.339,Photographic Process Workers and Processing Machine Operators,3990
8850,urn:oid:2.16.840.1.114222.4.5.339,Adhesive Bonding Machine Operators and Tenders,3990
8865,urn:oid:2.16.840.1.114222.4.5.339,Other Production Equipment Operators and Tenders,3990
8910,urn:oid:2.16.840.1.114222.4.5.339,Etchers and Engravers,9190
8920,urn:oid:2.16.840.1.114222.4.5.339,"Molders, Shapers, and Casters, Except Metal and Plastic",9190
8930,urn:oid:2.16.840.1.114222.4.5.339,"Paper Goods Machine Setters, Operators, and Tenders",9190
8940,urn:oid:2.16.840.1.114222.4.5.339,Tire Builders,9190
8950,urn:oid:2.16.840.1.114222.4.5.339,Helpers--Production Workers,3990
8990,urn:oid:2.16.840.1.114222.4.5.339,Other Production Workers,3990
9005,urn:oid:2.16.840.1.114222.4.5.339,Supervisors of Transportation and Material Moving Workers,6390
9010,urn:oid:2.16.840.1.114222.4.5.339,NIOSH-Homemaker,9190
9020,urn:oid:2.16.840.1.114222.4.5.339,Volunteers,9190
9030,urn:oid:2.16.840.1.114222.4.5.339,Aircraft Pilots and Flight Engineers,6390
9040,urn:oid:2.16.840.1.114222.4.5.339,Air Traffic Controllers and Airfield Operations Specialists,9190
9050,urn:oid:2.16.840.1.114222.4.5.339,Flight Attendants,6390
9060,urn:oid:2.16.840.1.114222.4.5.339,Retired,9190
9070,urn:oid:2.16.840.1.114222.4.5.339,Students,9190
9100,urn:oid:2.16.840.1.114222.4.5.339,Did Not Work,9190
9110,urn:oid:2.16.840.1.114222.4.5.339,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",8192
9121,urn:oid:2.16.840.1.114222.4.5.339,"Bus Drivers, School",6390
9122,urn:oid:2.16.840.1.114222.4.5.339,"Bus Drivers, Transit and Intercity",6390
9130,urn:oid:2.16.840.1.114222.4.5.339,Driver/Sales Workers and Truck Drivers,5790
9141,urn:oid:2.16.840.1.114222.4.5.339,Shuttle Drivers and Chauffeurs,6390
9142,urn:oid:2.16.840.1.114222.4.5.339,Taxi Drivers,6390
9150,urn:oid:2.16.840.1.114222.4.5.339,"Motor Vehicle Operators, All Other",9190
9210,urn:oid:2.16.840.1.114222.4.5.339,Locomotive Engineers and Operators,6390
9240,urn:oid:2.16.840.1.114222.4.5.339,Railroad Conductors and Yardmasters,9190
9265,urn:oid:2.16.840.1.114222.4.5.339,Other Rail Transportation Workers,6390
9300,urn:oid:2.16.840.1.114222.4.5.339,Sailors and Marine Oilers,9190
9310,urn:oid:2.16.840.1.114222.4.5.339,Ship and Boat Captains and Operators,9190
9330,urn:oid:2.16.840.1.114222.4.5.339,Ship Engineers,9190
9350,urn:oid:2.16.840.1.114222.4.5.339,Parking Attendants,9190
9365,urn:oid:2.16.840.1.114222.4.5.339,Transportation Service Attendants,6390
9410,urn:oid:2.16.840.1.114222.4.5.339,Transportation Inspectors,9390
9415,urn:oid:2.16.840.1.114222.4.5.339,Passenger Attendants,9190
9430,urn:oid:2.16.840.1.114222.4.5.339,Other Transportation Workers,6390
9510,urn:oid:2.16.840.1.114222.4.5.339,Crane and Tower Operators,9190
9570,urn:oid:2.16.840.1.114222.4.5.339,"Conveyor, Dredge, and Hoist and Winch Operators",9190
9600,urn:oid:2.16.840.1.114222.4.5.339,Industrial Truck and Tractor Operators,6390
9610,urn:oid:2.16.840.1.114222.4.5.339,Cleaners of Vehicles and Equipment,9190
9620,urn:oid:2.16.840.1.114222.4.5.339,"Laborers and Freight, Stock, and Material Movers, Hand",7690
9630,urn:oid:2.16.840.1.114222.4.5.339,Machine Feeders and Offbearers,9190
9640,urn:oid:2.16.840.1.114222.4.5.339,"Packers and Packagers, Hand",3990
9645,urn:oid:2.16.840.1.114222.4.5.339,Stockers and Order Fillers,5790
9650,urn:oid:2.16.840.1.114222.4.5.339,Pumping Station Operators,9190
9720,urn:oid:2.16.840.1.114222.4.5.339,Refuse and Recyclable Material Collectors,9190
9760,urn:oid:2.16.840.1.114222.4.5.339,Other Material Moving Workers,9190
9830,urn:oid:2.16.840.1.114222.4.5.339,"Military, Rank Not Specified",9190
9840,urn:oid:2.16.840.1.114222.4.5.339,"NIOSH-Armed Forces, Military, Commissioned Officers and Warrant Officers",9390
9850,urn:oid:2.16.840.1.114222.4.5.339,"NIOSH-Armed Forces, Military, Non-Commissioned Officers and Other Enlisted Personnel",9390
9900,urn:oid:2.16.840.1.114222.4.5.339,Insufficient Information,9190
